reading_id,asset_id,date,output_kw,efficiency,temperature_c,vibration_mm,uptime_hours,month
WTG-007-20230427,WTG-007,2023-04-27,1795.27,0.9509,44.3,0.02,23.0,2023-04
WTG-007-20230428,WTG-007,2023-04-28,2101.37,0.9578,72.2,0.686,19.3,2023-04
WTG-007-20230429,WTG-007,2023-04-29,2610.07,0.9598,46.7,0.212,20.7,2023-04
WTG-007-20230430,WTG-007,2023-04-30,2712.12,0.9408,23.0,0.371,18.2,2023-04
WTG-007-20230501,WTG-007,2023-05-01,2859.75,0.9797,57.8,1.36,22.5,2023-05
WTG-007-20230502,WTG-007,2023-05-02,1961.99,0.9445,43.7,0.093,21.0,2023-05
WTG-007-20230503,WTG-007,2023-05-03,2639.67,0.9624,76.5,1.048,19.3,2023-05
WTG-007-20230504,WTG-007,2023-05-04,2086.29,0.9409,44.0,0.224,23.0,2023-05
WTG-007-20230505,WTG-007,2023-05-05,1833.43,0.9794,49.3,0.744,18.9,2023-05
WTG-007-20230506,WTG-007,2023-05-06,1788.31,0.8567,72.0,0.198,20.0,2023-05
WTG-007-20230507,WTG-007,2023-05-07,2065.26,0.898,41.2,0.372,21.6,2023-05
WTG-007-20230508,WTG-007,2023-05-08,2439.43,0.9437,38.5,0.068,22.6,2023-05
WTG-007-20230509,WTG-007,2023-05-09,2197.42,0.9162,52.0,0.539,18.2,2023-05
WTG-007-20230510,WTG-007,2023-05-10,1775.13,0.9471,48.1,0.879,20.7,2023-05
WTG-007-20230511,WTG-007,2023-05-11,1884.94,0.9329,76.5,0.38,23.1,2023-05
WTG-007-20230512,WTG-007,2023-05-12,2056.67,0.9339,79.1,0.369,18.8,2023-05
WTG-007-20230513,WTG-007,2023-05-13,2160.18,0.9173,45.1,0.756,20.1,2023-05
WTG-007-20230514,WTG-007,2023-05-14,1759.42,0.8723,55.5,0.047,22.4,2023-05
WTG-007-20230515,WTG-007,2023-05-15,2607.81,0.8921,79.4,0.253,23.9,2023-05
WTG-007-20230516,WTG-007,2023-05-16,2100.15,0.998,25.3,0.159,22.6,2023-05
WTG-007-20230517,WTG-007,2023-05-17,2230.09,0.9228,62.5,0.248,23.0,2023-05
WTG-007-20230518,WTG-007,2023-05-18,2435.92,0.9236,52.2,1.082,19.5,2023-05
WTG-007-20230519,WTG-007,2023-05-19,2709.74,0.9451,40.8,0.23,23.3,2023-05
WTG-007-20230520,WTG-007,2023-05-20,2145.65,0.8869,40.0,0.162,21.9,2023-05
WTG-007-20230521,WTG-007,2023-05-21,2226.19,0.8823,31.1,0.16,20.5,2023-05
WTG-007-20230522,WTG-007,2023-05-22,2351.37,0.9162,51.9,0.731,22.5,2023-05
WTG-007-20230523,WTG-007,2023-05-23,2671.97,0.9351,56.9,0.864,21.3,2023-05
WTG-007-20230524,WTG-007,2023-05-24,2230.81,0.9102,42.3,0.598,20.9,2023-05
WTG-007-20230525,WTG-007,2023-05-25,1868.73,0.9069,79.1,0.922,22.7,2023-05
WTG-007-20230526,WTG-007,2023-05-26,2241.69,0.9177,28.2,0.387,18.9,2023-05
WTG-007-20230527,WTG-007,2023-05-27,2274.54,0.9484,72.5,0.057,22.8,2023-05
WTG-007-20230528,WTG-007,2023-05-28,1672.87,0.9072,31.1,0.724,20.4,2023-05
WTG-007-20230529,WTG-007,2023-05-29,2355.47,0.8855,26.6,0.779,19.0,2023-05
WTG-007-20230530,WTG-007,2023-05-30,2478.92,0.9135,77.3,0.232,23.0,2023-05
WTG-007-20230531,WTG-007,2023-05-31,1817.41,0.8947,38.2,0.071,20.3,2023-05
WTG-007-20230601,WTG-007,2023-06-01,2215.54,0.8611,79.7,0.006,21.2,2023-06
WTG-007-20230602,WTG-007,2023-06-02,2205.62,0.8994,48.3,0.157,18.3,2023-06
WTG-007-20230603,WTG-007,2023-06-03,1634.12,0.8771,53.0,0.184,21.2,2023-06
WTG-007-20230604,WTG-007,2023-06-04,2014.05,0.905,35.1,1.236,23.1,2023-06
WTG-007-20230605,WTG-007,2023-06-05,1991.13,0.8213,75.8,1.347,23.8,2023-06
WTG-007-20230606,WTG-007,2023-06-06,1181.61,0.6304,93.3,4.016,20.1,2023-06
WTG-007-20230607,WTG-007,2023-06-07,2320.04,0.9234,68.4,0.279,18.7,2023-06
WTG-007-20230608,WTG-007,2023-06-08,1577.01,0.8185,79.5,0.14,19.2,2023-06
WTG-007-20230609,WTG-007,2023-06-09,1936.6,0.7922,46.4,0.739,21.1,2023-06
WTG-007-20230610,WTG-007,2023-06-10,2245.68,0.9038,73.1,0.009,20.4,2023-06
WTG-007-20230611,WTG-007,2023-06-11,1954.65,0.879,47.5,1.996,19.2,2023-06
WTG-007-20230612,WTG-007,2023-06-12,2389.76,0.8526,64.3,0.154,18.1,2023-06
WTG-007-20230613,WTG-007,2023-06-13,2508.41,0.8861,73.8,1.564,23.3,2023-06
WTG-007-20230614,WTG-007,2023-06-14,2171.11,0.8078,52.3,0.046,23.6,2023-06
WTG-007-20230615,WTG-007,2023-06-15,2040.99,0.9128,57.8,0.56,19.3,2023-06
WTG-007-20230616,WTG-007,2023-06-16,1904.92,0.8327,63.8,1.683,22.9,2023-06
WTG-007-20230617,WTG-007,2023-06-17,1714.1,0.8707,24.3,0.408,19.7,2023-06
WTG-007-20230618,WTG-007,2023-06-18,1810.51,0.8598,49.1,0.348,19.4,2023-06
WTG-007-20230619,WTG-007,2023-06-19,2033.42,0.872,46.8,0.225,18.1,2023-06
WTG-007-20230620,WTG-007,2023-06-20,1147.36,0.5289,56.7,3.25,18.8,2023-06
WTG-007-20230621,WTG-007,2023-06-21,2231.13,0.848,57.8,0.814,20.7,2023-06
WTG-007-20230622,WTG-007,2023-06-22,2323.25,0.8794,46.1,0.27,22.6,2023-06
WTG-007-20230623,WTG-007,2023-06-23,1851.37,0.8391,33.5,0.222,19.4,2023-06
WTG-007-20230624,WTG-007,2023-06-24,1958.58,0.8754,79.3,0.451,20.4,2023-06
WTG-007-20230625,WTG-007,2023-06-25,2259.4,0.8444,65.0,0.109,20.8,2023-06
WTG-007-20230626,WTG-007,2023-06-26,2086.1,0.8326,70.5,0.167,21.5,2023-06
WTG-007-20230627,WTG-007,2023-06-27,2273.3,0.8649,63.9,0.022,22.1,2023-06
WTG-007-20230628,WTG-007,2023-06-28,1625.72,0.7996,44.9,0.243,22.4,2023-06
WTG-007-20230629,WTG-007,2023-06-29,2076.82,0.8214,21.4,1.337,22.1,2023-06
WTG-007-20230630,WTG-007,2023-06-30,1929.38,0.8375,73.4,0.288,18.5,2023-06
WTG-007-20230701,WTG-007,2023-07-01,2281.68,0.7855,61.1,0.315,18.6,2023-07
WTG-007-20230702,WTG-007,2023-07-02,1495.16,0.8264,45.4,0.074,19.0,2023-07
WTG-007-20230703,WTG-007,2023-07-03,1638.07,0.8006,62.9,0.828,20.7,2023-07
WTG-007-20230704,WTG-007,2023-07-04,1701.04,0.8065,52.6,0.673,21.6,2023-07
WTG-007-20230705,WTG-007,2023-07-05,1594.83,0.8212,66.8,0.226,22.4,2023-07
WTG-007-20230706,WTG-007,2023-07-06,2531.7,0.8714,52.1,0.358,19.6,2023-07
WTG-007-20230707,WTG-007,2023-07-07,1930.66,0.8217,27.7,0.283,18.8,2023-07
WTG-007-20230708,WTG-007,2023-07-08,1706.41,0.9048,76.6,0.742,23.0,2023-07
WTG-007-20230709,WTG-007,2023-07-09,2226.26,0.8206,49.1,0.112,18.7,2023-07
WTG-007-20230710,WTG-007,2023-07-10,1467.13,0.7892,46.5,0.301,19.8,2023-07
WTG-007-20230711,WTG-007,2023-07-11,1591.36,0.8037,67.0,0.202,21.5,2023-07
WTG-007-20230712,WTG-007,2023-07-12,2105.83,0.8324,43.3,0.35,22.6,2023-07
WTG-007-20230713,WTG-007,2023-07-13,1584.98,0.8236,43.1,0.748,20.6,2023-07
WTG-007-20230714,WTG-007,2023-07-14,2355.64,0.7853,49.6,0.117,19.0,2023-07
WTG-007-20230715,WTG-007,2023-07-15,1877.52,0.76,52.7,0.115,22.2,2023-07
WTG-007-20230716,WTG-007,2023-07-16,2346.76,0.7852,42.5,0.715,20.7,2023-07
WTG-007-20230717,WTG-007,2023-07-17,2279.41,0.8371,60.1,0.965,23.6,2023-07
WTG-007-20230718,WTG-007,2023-07-18,2075.39,0.7658,59.1,0.098,18.3,2023-07
WTG-007-20230719,WTG-007,2023-07-19,1729.97,0.8233,50.0,0.687,21.4,2023-07
WTG-007-20230720,WTG-007,2023-07-20,1894.47,0.7878,32.2,0.035,19.0,2023-07
WTG-007-20230721,WTG-007,2023-07-21,1851.84,0.7839,72.0,0.944,21.1,2023-07
WTG-007-20230722,WTG-007,2023-07-22,1661.25,0.7811,69.9,0.044,22.6,2023-07
WTG-007-20230723,WTG-007,2023-07-23,2361.19,0.8263,38.3,0.531,20.9,2023-07
WTG-007-20230724,WTG-007,2023-07-24,1572.49,0.8502,75.1,0.47,22.8,2023-07
WTG-007-20230725,WTG-007,2023-07-25,1817.78,0.7682,72.1,0.268,21.2,2023-07
WTG-007-20230726,WTG-007,2023-07-26,1671.89,0.8478,46.7,0.219,21.0,2023-07
WTG-007-20230727,WTG-007,2023-07-27,2276.27,0.8335,25.0,1.105,20.8,2023-07
WTG-007-20230728,WTG-007,2023-07-28,1642.18,0.7882,46.3,0.009,18.9,2023-07
WTG-007-20230729,WTG-007,2023-07-29,1710.18,0.8192,26.0,0.589,18.2,2023-07
WTG-007-20230730,WTG-007,2023-07-30,2266.77,0.7764,33.5,0.477,18.2,2023-07
WTG-007-20230731,WTG-007,2023-07-31,1981.75,0.8163,22.6,0.21,18.5,2023-07
WTG-007-20230801,WTG-007,2023-08-01,1932.59,0.855,27.1,0.14,18.6,2023-08
WTG-007-20230802,WTG-007,2023-08-02,1522.67,0.776,55.7,0.21,19.4,2023-08
WTG-007-20230803,WTG-007,2023-08-03,1976.43,0.787,49.5,0.181,21.4,2023-08
WTG-007-20230804,WTG-007,2023-08-04,1594.5,0.8703,48.0,0.03,19.1,2023-08
WTG-007-20230805,WTG-007,2023-08-05,1581.0,0.8392,45.1,0.437,18.9,2023-08
WTG-007-20230806,WTG-007,2023-08-06,2187.96,0.8124,74.2,0.004,19.3,2023-08
WTG-007-20230807,WTG-007,2023-08-07,1537.2,0.8226,55.8,0.421,18.2,2023-08
WTG-007-20230808,WTG-007,2023-08-08,2118.74,0.837,31.5,0.16,21.8,2023-08
WTG-007-20230809,WTG-007,2023-08-09,1785.72,0.8423,79.1,1.21,18.2,2023-08
WTG-007-20230810,WTG-007,2023-08-10,1556.2,0.8053,21.6,0.16,19.6,2023-08
WTG-007-20230811,WTG-007,2023-08-11,2191.73,0.8259,45.1,0.6,24.0,2023-08
WTG-007-20230812,WTG-007,2023-08-12,2266.63,0.8352,76.3,0.06,22.2,2023-08
WTG-007-20230813,WTG-007,2023-08-13,1699.27,0.8103,56.0,0.149,20.0,2023-08
WTG-007-20230814,WTG-007,2023-08-14,1864.93,0.7659,47.0,0.34,19.8,2023-08
WTG-007-20230815,WTG-007,2023-08-15,1645.53,0.8215,26.5,0.692,19.8,2023-08
WTG-007-20230816,WTG-007,2023-08-16,2051.61,0.7721,39.6,0.171,21.1,2023-08
WTG-007-20230817,WTG-007,2023-08-17,1500.56,0.8278,60.4,0.276,21.1,2023-08
WTG-007-20230818,WTG-007,2023-08-18,1955.94,0.7944,78.7,0.038,19.7,2023-08
WTG-007-20230819,WTG-007,2023-08-19,2196.24,0.7895,74.8,0.113,21.3,2023-08
WTG-007-20230820,WTG-007,2023-08-20,1916.15,0.7898,46.0,0.107,20.9,2023-08
WTG-007-20230821,WTG-007,2023-08-21,1675.23,0.8544,25.3,1.194,21.2,2023-08
WTG-007-20230822,WTG-007,2023-08-22,1501.47,0.803,51.6,0.388,23.2,2023-08
WTG-007-20230823,WTG-007,2023-08-23,2300.28,0.8102,76.3,2.462,23.8,2023-08
WTG-007-20230824,WTG-007,2023-08-24,1035.35,0.5575,48.9,3.215,23.0,2023-08
WTG-007-20230825,WTG-007,2023-08-25,1617.53,0.8406,47.5,0.236,21.5,2023-08
WTG-007-20230826,WTG-007,2023-08-26,1504.3,0.8262,79.6,0.392,20.8,2023-08
WTG-007-20230827,WTG-007,2023-08-27,2307.81,0.8364,36.3,0.017,21.1,2023-08
WTG-007-20230828,WTG-007,2023-08-28,2185.27,0.8065,58.5,1.286,22.7,2023-08
WTG-007-20230829,WTG-007,2023-08-29,2181.57,0.8382,69.9,0.426,20.8,2023-08
WTG-007-20230830,WTG-007,2023-08-30,1744.47,0.8085,31.0,0.479,19.4,2023-08
WTG-007-20230831,WTG-007,2023-08-31,1749.17,0.7773,49.2,0.261,21.9,2023-08
WTG-007-20230901,WTG-007,2023-09-01,2556.88,0.8648,76.2,0.942,23.5,2023-09
WTG-007-20230902,WTG-007,2023-09-02,2315.26,0.8785,73.4,0.63,24.0,2023-09
WTG-007-20230903,WTG-007,2023-09-03,2125.33,0.7592,61.9,0.588,20.0,2023-09
WTG-007-20230904,WTG-007,2023-09-04,2135.13,0.8371,43.5,2.28,20.9,2023-09
WTG-007-20230905,WTG-007,2023-09-05,1889.46,0.8367,59.2,0.04,21.6,2023-09
WTG-007-20230906,WTG-007,2023-09-06,1119.32,0.5581,90.3,3.011,19.4,2023-09
WTG-007-20230907,WTG-007,2023-09-07,2128.14,0.8501,67.0,0.686,18.3,2023-09
WTG-007-20230908,WTG-007,2023-09-08,2134.01,0.8293,30.1,1.87,20.9,2023-09
WTG-007-20230909,WTG-007,2023-09-09,2481.73,0.8485,55.2,0.601,21.2,2023-09
WTG-007-20230910,WTG-007,2023-09-10,2204.68,0.8329,43.6,0.159,18.0,2023-09
WTG-007-20230911,WTG-007,2023-09-11,2210.66,0.7894,43.7,0.415,19.4,2023-09
WTG-007-20230912,WTG-007,2023-09-12,2053.28,0.9095,65.9,0.455,23.6,2023-09
WTG-007-20230913,WTG-007,2023-09-13,1832.09,0.8393,73.2,0.025,18.8,2023-09
WTG-007-20230914,WTG-007,2023-09-14,1705.95,0.8428,57.5,0.569,20.9,2023-09
WTG-007-20230915,WTG-007,2023-09-15,2193.02,0.8476,70.5,0.637,23.0,2023-09
WTG-007-20230916,WTG-007,2023-09-16,1554.81,0.8561,70.6,1.422,21.9,2023-09
WTG-007-20230917,WTG-007,2023-09-17,1779.36,0.8465,48.0,1.141,18.9,2023-09
WTG-007-20230918,WTG-007,2023-09-18,2430.56,0.8369,45.6,0.227,22.8,2023-09
WTG-007-20230919,WTG-007,2023-09-19,2308.47,0.8806,57.4,0.083,23.1,2023-09
WTG-007-20230920,WTG-007,2023-09-20,1924.45,0.8822,38.6,0.689,21.3,2023-09
WTG-007-20230921,WTG-007,2023-09-21,1804.13,0.8318,61.5,0.699,18.9,2023-09
WTG-007-20230922,WTG-007,2023-09-22,1853.75,0.8478,61.2,0.122,22.3,2023-09
WTG-007-20230923,WTG-007,2023-09-23,1952.52,0.7879,56.7,0.036,23.2,2023-09
WTG-007-20230924,WTG-007,2023-09-24,2234.69,0.8887,63.5,0.295,18.4,2023-09
WTG-007-20230925,WTG-007,2023-09-25,1513.68,0.8218,62.0,0.012,23.2,2023-09
WTG-007-20230926,WTG-007,2023-09-26,2044.07,0.8702,40.4,0.315,19.9,2023-09
WTG-007-20230927,WTG-007,2023-09-27,1860.0,0.8338,54.0,0.136,23.9,2023-09
WTG-007-20230928,WTG-007,2023-09-28,2358.83,0.8307,21.3,0.569,21.3,2023-09
WTG-007-20230929,WTG-007,2023-09-29,2433.16,0.8749,42.1,0.174,23.0,2023-09
WTG-007-20230930,WTG-007,2023-09-30,2420.91,0.9003,70.2,0.028,22.7,2023-09
WTG-007-20231001,WTG-007,2023-10-01,1670.92,0.8872,50.5,0.043,22.4,2023-10
WTG-007-20231002,WTG-007,2023-10-02,2272.77,0.8993,32.7,0.476,22.3,2023-10
WTG-007-20231003,WTG-007,2023-10-03,2459.19,0.8852,71.2,0.04,20.1,2023-10
WTG-007-20231004,WTG-007,2023-10-04,2180.19,0.8851,44.4,0.247,22.9,2023-10
WTG-007-20231005,WTG-007,2023-10-05,1735.07,0.9472,23.5,0.97,23.8,2023-10
WTG-007-20231006,WTG-007,2023-10-06,2230.09,0.8593,70.7,0.726,20.3,2023-10
WTG-007-20231007,WTG-007,2023-10-07,1891.54,0.9349,37.5,0.753,23.4,2023-10
WTG-007-20231008,WTG-007,2023-10-08,1655.88,0.8863,42.5,0.312,21.7,2023-10
WTG-007-20231009,WTG-007,2023-10-09,2089.56,0.6994,61.8,3.942,21.2,2023-10
WTG-007-20231010,WTG-007,2023-10-10,2208.2,0.9076,50.9,0.046,21.9,2023-10
WTG-007-20231011,WTG-007,2023-10-11,1702.77,0.8906,35.8,1.163,19.7,2023-10
WTG-007-20231012,WTG-007,2023-10-12,2110.09,0.9178,38.0,0.025,22.5,2023-10
WTG-007-20231013,WTG-007,2023-10-13,2523.62,0.9688,58.6,0.14,18.1,2023-10
WTG-007-20231014,WTG-007,2023-10-14,1743.76,0.9071,23.8,0.215,22.8,2023-10
WTG-007-20231015,WTG-007,2023-10-15,2738.89,0.9523,75.2,1.191,21.2,2023-10
WTG-007-20231016,WTG-007,2023-10-16,1977.65,0.9326,34.0,0.362,19.9,2023-10
WTG-007-20231017,WTG-007,2023-10-17,2102.42,0.897,72.4,0.423,23.3,2023-10
WTG-007-20231018,WTG-007,2023-10-18,2128.79,0.9036,59.6,0.791,22.5,2023-10
WTG-007-20231019,WTG-007,2023-10-19,2066.5,0.9072,32.4,0.4,18.7,2023-10
WTG-007-20231020,WTG-007,2023-10-20,1730.01,0.8948,21.9,0.535,21.7,2023-10
WTG-007-20231021,WTG-007,2023-10-21,2345.91,0.9049,26.9,0.172,18.8,2023-10
WTG-007-20231022,WTG-007,2023-10-22,2080.97,0.9418,78.0,0.451,22.8,2023-10
WTG-007-20231023,WTG-007,2023-10-23,1949.09,0.9498,67.0,0.579,22.1,2023-10
WTG-007-20231024,WTG-007,2023-10-24,2111.92,0.9943,41.2,1.026,19.9,2023-10
WTG-007-20231025,WTG-007,2023-10-25,2606.34,0.9861,80.0,0.286,20.6,2023-10
WTG-007-20231026,WTG-007,2023-10-26,2235.33,0.9488,39.4,0.469,23.3,2023-10
WTG-007-20231027,WTG-007,2023-10-27,1838.89,0.9527,45.7,0.312,23.9,2023-10
WTG-007-20231028,WTG-007,2023-10-28,2269.17,0.9156,25.8,0.899,22.5,2023-10
WTG-007-20231029,WTG-007,2023-10-29,2304.23,0.9953,73.8,0.17,19.5,2023-10
WTG-007-20231030,WTG-007,2023-10-30,1707.58,0.9325,34.2,0.744,19.4,2023-10
WTG-007-20231031,WTG-007,2023-10-31,2027.88,0.9646,43.7,2.042,19.5,2023-10
WTG-007-20231101,WTG-007,2023-11-01,2166.9,0.9075,42.7,0.594,22.9,2023-11
WTG-007-20231102,WTG-007,2023-11-02,1703.88,0.9267,57.1,0.028,21.7,2023-11
WTG-007-20231103,WTG-007,2023-11-03,2681.26,0.9267,68.8,0.182,21.5,2023-11
WTG-007-20231104,WTG-007,2023-11-04,2135.78,0.9776,69.2,0.005,18.0,2023-11
WTG-007-20231105,WTG-007,2023-11-05,2872.69,0.9851,27.1,0.132,23.4,2023-11
WTG-007-20231106,WTG-007,2023-11-06,2585.73,0.9874,51.8,0.043,19.7,2023-11
WTG-007-20231107,WTG-007,2023-11-07,2546.26,1.0,49.8,0.177,18.7,2023-11
WTG-007-20231108,WTG-007,2023-11-08,1780.97,0.971,32.7,0.283,20.5,2023-11
WTG-007-20231109,WTG-007,2023-11-09,1845.39,0.9745,76.6,0.052,23.1,2023-11
WTG-007-20231110,WTG-007,2023-11-10,2023.24,0.7077,41.2,3.709,20.2,2023-11
WTG-007-20231111,WTG-007,2023-11-11,2605.48,0.9575,24.3,1.276,18.3,2023-11
WTG-007-20231112,WTG-007,2023-11-12,2667.64,1.0,43.6,0.122,22.6,2023-11
WTG-007-20231113,WTG-007,2023-11-13,2075.88,0.9845,65.1,0.207,20.6,2023-11
WTG-007-20231114,WTG-007,2023-11-14,2423.08,0.9126,75.1,0.549,20.8,2023-11
WTG-007-20231115,WTG-007,2023-11-15,1914.8,1.0,22.3,0.305,23.0,2023-11
WTG-007-20231116,WTG-007,2023-11-16,2260.99,1.0,74.6,0.907,22.0,2023-11
WTG-007-20231117,WTG-007,2023-11-17,1395.21,0.7235,57.6,3.401,18.4,2023-11
WTG-007-20231118,WTG-007,2023-11-18,1981.9,0.9825,57.9,0.478,21.3,2023-11
WTG-007-20231119,WTG-007,2023-11-19,2018.23,0.9742,73.9,1.948,21.9,2023-11
WTG-007-20231120,WTG-007,2023-11-20,2460.47,0.9569,22.0,2.866,18.6,2023-11
WTG-007-20231121,WTG-007,2023-11-21,2487.62,0.966,46.2,0.144,20.0,2023-11
WTG-007-20231122,WTG-007,2023-11-22,2951.19,1.0,67.9,0.307,19.2,2023-11
WTG-007-20231123,WTG-007,2023-11-23,2221.05,0.9919,72.8,0.071,18.7,2023-11
WTG-007-20231124,WTG-007,2023-11-24,2131.69,1.0,54.1,0.3,20.6,2023-11
WTG-007-20231125,WTG-007,2023-11-25,2520.24,0.9962,62.9,0.233,22.1,2023-11
WTG-007-20231126,WTG-007,2023-11-26,2922.41,1.0,23.9,0.107,18.4,2023-11
WTG-007-20231127,WTG-007,2023-11-27,1900.4,1.0,36.4,0.177,21.4,2023-11
WTG-007-20231128,WTG-007,2023-11-28,1887.55,1.0,63.8,0.178,20.7,2023-11
WTG-007-20231129,WTG-007,2023-11-29,2881.9,1.0,49.7,1.419,23.4,2023-11
WTG-007-20231130,WTG-007,2023-11-30,2920.67,1.0,39.4,0.228,18.3,2023-11
WTG-007-20231201,WTG-007,2023-12-01,1979.78,1.0,46.6,0.097,22.0,2023-12
WTG-007-20231202,WTG-007,2023-12-02,2885.0,1.0,33.8,0.172,23.1,2023-12
WTG-007-20231203,WTG-007,2023-12-03,1901.45,1.0,79.1,0.444,19.5,2023-12
WTG-007-20231204,WTG-007,2023-12-04,1892.24,1.0,68.0,1.297,23.2,2023-12
WTG-007-20231205,WTG-007,2023-12-05,2559.43,0.9914,52.1,0.307,23.4,2023-12
WTG-007-20231206,WTG-007,2023-12-06,1806.02,0.9969,24.4,0.126,18.2,2023-12
WTG-007-20231207,WTG-007,2023-12-07,2630.55,0.9742,32.3,0.582,20.1,2023-12
WTG-007-20231208,WTG-007,2023-12-08,2920.64,1.0,22.2,0.347,23.1,2023-12
WTG-007-20231209,WTG-007,2023-12-09,2590.01,0.9899,73.4,0.021,18.4,2023-12
WTG-007-20231210,WTG-007,2023-12-10,2079.34,1.0,35.9,0.125,19.2,2023-12
WTG-007-20231211,WTG-007,2023-12-11,2919.62,1.0,65.3,0.78,18.6,2023-12
WTG-007-20231212,WTG-007,2023-12-12,2289.83,1.0,35.8,0.429,22.9,2023-12
WTG-007-20231213,WTG-007,2023-12-13,2085.75,1.0,45.4,0.007,23.3,2023-12
WTG-007-20231214,WTG-007,2023-12-14,2833.77,1.0,39.8,0.23,18.2,2023-12
WTG-007-20231215,WTG-007,2023-12-15,2287.59,1.0,21.9,0.232,19.0,2023-12
WTG-007-20231216,WTG-007,2023-12-16,2853.12,1.0,46.2,0.16,21.5,2023-12
WTG-007-20231217,WTG-007,2023-12-17,2085.03,1.0,60.7,0.338,22.6,2023-12
WTG-007-20231218,WTG-007,2023-12-18,1938.97,1.0,40.1,0.192,18.9,2023-12
WTG-007-20231219,WTG-007,2023-12-19,2445.32,1.0,23.6,0.405,22.7,2023-12
WTG-007-20231220,WTG-007,2023-12-20,2118.37,1.0,60.1,0.224,21.3,2023-12
WTG-007-20231221,WTG-007,2023-12-21,2824.24,0.9873,20.3,1.356,21.1,2023-12
WTG-007-20231222,WTG-007,2023-12-22,2826.75,1.0,48.0,0.901,19.1,2023-12
WTG-007-20231223,WTG-007,2023-12-23,2870.91,1.0,58.6,0.373,20.0,2023-12
WTG-007-20231224,WTG-007,2023-12-24,2183.63,1.0,64.7,0.38,21.7,2023-12
WTG-007-20231225,WTG-007,2023-12-25,2925.35,1.0,20.5,0.425,22.3,2023-12
WTG-007-20231226,WTG-007,2023-12-26,2885.97,1.0,20.3,0.0,20.8,2023-12
WTG-007-20231227,WTG-007,2023-12-27,2426.46,1.0,42.8,0.023,20.0,2023-12
WTG-007-20231228,WTG-007,2023-12-28,2987.91,1.0,32.5,0.393,23.9,2023-12
WTG-007-20231229,WTG-007,2023-12-29,1932.53,1.0,46.5,0.828,21.0,2023-12
WTG-007-20231230,WTG-007,2023-12-30,2694.9,1.0,35.2,1.043,20.8,2023-12
WTG-007-20231231,WTG-007,2023-12-31,2700.37,1.0,52.9,0.241,22.9,2023-12
WTG-008-20230101,WTG-008,2023-01-01,1268.79,0.9853,73.7,0.018,23.2,2023-01
WTG-008-20230102,WTG-008,2023-01-02,1321.37,1.0,54.0,0.723,22.5,2023-01
WTG-008-20230103,WTG-008,2023-01-03,1625.49,0.9563,65.5,0.92,22.6,2023-01
WTG-008-20230104,WTG-008,2023-01-04,1284.35,0.9863,27.3,0.165,18.3,2023-01
WTG-008-20230105,WTG-008,2023-01-05,1256.15,0.9976,32.2,0.049,18.4,2023-01
WTG-008-20230106,WTG-008,2023-01-06,1900.45,1.0,72.6,0.097,19.6,2023-01
WTG-008-20230107,WTG-008,2023-01-07,1735.99,0.9524,24.2,0.407,19.5,2023-01
WTG-008-20230108,WTG-008,2023-01-08,1896.81,1.0,58.7,1.461,19.7,2023-01
WTG-008-20230109,WTG-008,2023-01-09,1752.11,1.0,43.6,1.059,23.9,2023-01
WTG-008-20230110,WTG-008,2023-01-10,1749.89,0.9297,58.7,0.023,21.3,2023-01
WTG-008-20230111,WTG-008,2023-01-11,1367.24,0.7501,59.7,3.319,22.8,2023-01
WTG-008-20230112,WTG-008,2023-01-12,1925.37,0.9634,69.5,1.077,23.6,2023-01
WTG-008-20230113,WTG-008,2023-01-13,1423.2,0.9899,34.0,0.886,22.1,2023-01
WTG-008-20230114,WTG-008,2023-01-14,1602.47,0.9876,73.3,0.239,23.5,2023-01
WTG-008-20230115,WTG-008,2023-01-15,1737.6,0.9669,75.8,1.191,18.3,2023-01
WTG-008-20230116,WTG-008,2023-01-16,1712.71,1.0,76.7,0.06,20.7,2023-01
WTG-008-20230117,WTG-008,2023-01-17,1847.4,0.9646,77.9,0.326,18.6,2023-01
WTG-008-20230118,WTG-008,2023-01-18,1909.93,1.0,78.5,0.408,21.4,2023-01
WTG-008-20230119,WTG-008,2023-01-19,1667.6,1.0,46.4,0.18,18.4,2023-01
WTG-008-20230120,WTG-008,2023-01-20,1658.17,0.9862,56.5,0.246,20.5,2023-01
WTG-008-20230121,WTG-008,2023-01-21,1566.42,0.9908,79.3,0.29,21.9,2023-01
WTG-008-20230122,WTG-008,2023-01-22,1953.97,1.0,79.8,0.166,21.5,2023-01
WTG-008-20230123,WTG-008,2023-01-23,1646.87,0.9975,29.4,0.969,23.5,2023-01
WTG-008-20230124,WTG-008,2023-01-24,1674.23,0.9583,38.7,1.201,22.0,2023-01
WTG-008-20230125,WTG-008,2023-01-25,1645.55,0.9988,22.7,1.344,21.8,2023-01
WTG-008-20230126,WTG-008,2023-01-26,1244.97,1.0,57.9,0.723,22.7,2023-01
WTG-008-20230127,WTG-008,2023-01-27,1381.03,1.0,78.5,2.668,18.5,2023-01
WTG-008-20230128,WTG-008,2023-01-28,1470.49,1.0,78.1,0.054,21.0,2023-01
WTG-008-20230129,WTG-008,2023-01-29,1460.82,1.0,58.7,0.07,22.3,2023-01
WTG-008-20230130,WTG-008,2023-01-30,1613.64,1.0,22.7,1.453,18.9,2023-01
WTG-008-20230131,WTG-008,2023-01-31,1266.87,1.0,69.4,0.082,18.2,2023-01
